,sentence,prefix,suffix,dir,header,ScripCode,dir_status
106,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 6.22% vs 6.92% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 6.22% vs 6.92% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500034,bad
107,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 6.72% vs 9.31% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 6.72% vs 9.31% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500034,bad
108,Interest - QoQ Growth in quarter ended Mar 2023 is 7.21% vs 12.76% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 7.21% vs 12.76% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500034,good
109,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500034,good
110,Interest Earned - QoQ Growth in quarter ended Mar 2023 is 9.14% vs 11.19% in Dec 2022,Interest Earned,QoQ Growth in quarter ended Mar 2023 is 9.14% vs 11.19% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500247,bad
111,Net Profit - QoQ Growth in quarter ended Mar 2023 is 25.21% vs 8.18% in Dec 2022,Net Profit,QoQ Growth in quarter ended Mar 2023 is 25.21% vs 8.18% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500247,good
112,Operating Profit (PBDIT) - QoQ Growth in quarter ended Mar 2023 is 20.72% vs 7.91% in Dec 2022,Operating Profit (PBDIT),QoQ Growth in quarter ended Mar 2023 is 20.72% vs 7.91% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500247,good
113,% of Net NPAs - QoQ Growth in quarter ended Mar 2023 is -0.06% vs -0.12% in Dec 2022,% of Net NPAs,QoQ Growth in quarter ended Mar 2023 is -0.06% vs -0.12% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500247,bad
114,% of Gross NPAs - QoQ Growth in quarter ended Mar 2023 is -0.12% vs -0.18% in Dec 2022,% of Gross NPAs,QoQ Growth in quarter ended Mar 2023 is -0.12% vs -0.18% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500247,bad
115,Interest Earned - YoY Growth in quarter ended Mar 2023 is 38.99% vs 9.57% in Mar 2022,Interest Earned,YoY Growth in quarter ended Mar 2023 is 38.99% vs 9.57% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500247,good
116,Net Profit - YoY Growth in quarter ended Mar 2023 is 26.31% vs 64.49% in Mar 2022,Net Profit,YoY Growth in quarter ended Mar 2023 is 26.31% vs 64.49% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500247,bad
117,Operating Profit (PBDIT) - YoY Growth in quarter ended Mar 2023 is 39.15% vs 12.75% in Mar 2022,Operating Profit (PBDIT),YoY Growth in quarter ended Mar 2023 is 39.15% vs 12.75% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500247,good
118,% of Net NPAs - YoY Growth in quarter ended Mar 2023 is -0.27% vs -0.57% in Mar 2022,% of Net NPAs,YoY Growth in quarter ended Mar 2023 is -0.27% vs -0.57% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500247,bad
119,% of Gross NPAs - YoY Growth in quarter ended Mar 2023 is -0.56% vs -0.91% in Mar 2022,% of Gross NPAs,YoY Growth in quarter ended Mar 2023 is -0.56% vs -0.91% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500247,bad
120,Net Sales - QoQ Growth in quarter ended Mar 2023 is 1.67% vs -8.93% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 1.67% vs -8.93% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543526,good
121,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 58.00% vs -47.34% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 58.00% vs -47.34% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543526,good
122,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 196.31% vs -67.15% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 196.31% vs -67.15% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543526,good
123,,Interest,No Interest in the last few periods;,,Quarterly Analysis Highlights - QoQ,543526,
124,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543526,good
125,Net Sales - YoY Growth in quarter ended Mar 2023 is -5.18% vs 11.60% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is -5.18% vs 11.60% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,543526,bad
126,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 447.47% vs -17.41% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 447.47% vs -17.41% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,543526,good
127,"Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 8,309.37% vs -95.67% in Mar 2022",Operating Profit (PBDIT) excl Other Income,"YoY Growth in quarter ended Mar 2023 is 8,309.37% vs -95.67% in Mar 2022",1.0,Quarterly Analysis Highlights - YoY,543526,good
128,,Interest,No Interest in the last few periods;,,Quarterly Analysis Highlights - YoY,543526,
129,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,543526,good
130,Net Sales - YoY Growth in quarter ended Mar 2023 is 10.38% vs 9.90% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 10.38% vs 9.90% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500510,good
131,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 10.11% vs 9.96% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 10.11% vs 9.96% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500510,good
132,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 4.92% vs -2.96% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 4.92% vs -2.96% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500510,good
133,Interest - YoY Growth in quarter ended Mar 2023 is 8.73% vs -19.58% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 8.73% vs -19.58% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500510,bad
134,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500510,bad
135,Net Sales - QoQ Growth in quarter ended Mar 2023 is 25.75% vs 8.48% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 25.75% vs 8.48% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500510,good
136,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 56.17% vs 14.53% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 56.17% vs 14.53% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500510,good
137,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 25.56% vs 4.58% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 25.56% vs 4.58% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500510,good
138,Interest - QoQ Growth in quarter ended Mar 2023 is -2.04% vs 3.42% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -2.04% vs 3.42% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500510,good
139,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500510,bad
140,Net Sales - YoY Growth in quarter ended Mar 2023 is 17.74% vs 15.05% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 17.74% vs 15.05% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532281,good
141,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 10.85% vs 226.04% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 10.85% vs 226.04% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532281,bad
142,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 16.03% vs 11.08% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 16.03% vs 11.08% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532281,good
143,Interest - YoY Growth in quarter ended Mar 2023 is 44.62% vs -59.12% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 44.62% vs -59.12% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532281,bad
144,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532281,bad
145,Net Sales - QoQ Growth in quarter ended Mar 2023 is -0.35% vs 8.16% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -0.35% vs 8.16% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532281,bad
146,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -2.76% vs 17.40% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -2.76% vs 17.40% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532281,bad
147,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -7.89% vs 17.33% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -7.89% vs 17.33% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532281,bad
148,Interest - QoQ Growth in quarter ended Mar 2023 is -18.97% vs 46.84% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -18.97% vs 46.84% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532281,good
149,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532281,bad
150,Net Sales - QoQ Growth in quarter ended Mar 2023 is 1.74% vs 2.12% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 1.74% vs 2.12% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500820,bad
151,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 15.05% vs 37.05% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 15.05% vs 37.05% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500820,bad
152,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 15.72% vs 31.26% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 15.72% vs 31.26% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500820,bad
153,Interest - QoQ Growth in quarter ended Mar 2023 is -5.99% vs 16.92% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -5.99% vs 16.92% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500820,good
154,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500820,good
155,Net Sales - YoY Growth in quarter ended Mar 2023 is 11.34% vs 18.66% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 11.34% vs 18.66% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500820,bad
156,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 45.12% vs -0.20% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 45.12% vs -0.20% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500820,good
157,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 29.20% vs 9.48% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 29.20% vs 9.48% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500820,good
158,Interest - YoY Growth in quarter ended Mar 2023 is 72.02% vs -24.25% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 72.02% vs -24.25% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500820,bad
159,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500820,good
160,Interest Earned - YoY Growth in quarter ended Mar 2023 is 34.84% vs 14.35% in Mar 2022,Interest Earned,YoY Growth in quarter ended Mar 2023 is 34.84% vs 14.35% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532215,good
161,Net Profit - YoY Growth in quarter ended Mar 2023 is 13.19% vs 53.82% in Mar 2022,Net Profit,YoY Growth in quarter ended Mar 2023 is 13.19% vs 53.82% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532215,bad
162,Operating Profit (PBDIT) - YoY Growth in quarter ended Mar 2023 is 41.78% vs -5.81% in Mar 2022,Operating Profit (PBDIT),YoY Growth in quarter ended Mar 2023 is 41.78% vs -5.81% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532215,good
163,% of Net NPAs - YoY Growth in quarter ended Mar 2023 is -0.34% vs -0.32% in Mar 2022,% of Net NPAs,YoY Growth in quarter ended Mar 2023 is -0.34% vs -0.32% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532215,good
164,% of Gross NPAs - YoY Growth in quarter ended Mar 2023 is -0.80% vs -0.88% in Mar 2022,% of Gross NPAs,YoY Growth in quarter ended Mar 2023 is -0.80% vs -0.88% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532215,bad
165,Interest Earned - QoQ Growth in quarter ended Mar 2023 is 7.84% vs 9.82% in Dec 2022,Interest Earned,QoQ Growth in quarter ended Mar 2023 is 7.84% vs 9.82% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532215,bad
166,Net Profit - QoQ Growth in quarter ended Mar 2023 is -20.37% vs 9.82% in Dec 2022,Net Profit,QoQ Growth in quarter ended Mar 2023 is -20.37% vs 9.82% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532215,bad
167,Operating Profit (PBDIT) - QoQ Growth in quarter ended Mar 2023 is -1.18% vs 20.23% in Dec 2022,Operating Profit (PBDIT),QoQ Growth in quarter ended Mar 2023 is -1.18% vs 20.23% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532215,bad
168,% of Net NPAs - QoQ Growth in quarter ended Mar 2023 is -0.08% vs -0.04% in Dec 2022,% of Net NPAs,QoQ Growth in quarter ended Mar 2023 is -0.08% vs -0.04% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532215,good
169,% of Gross NPAs - QoQ Growth in quarter ended Mar 2023 is -0.36% vs -0.12% in Dec 2022,% of Gross NPAs,QoQ Growth in quarter ended Mar 2023 is -0.36% vs -0.12% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532215,good
170,Net Sales - QoQ Growth in quarter ended Mar 2023 is 17.79% vs -30.29% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 17.79% vs -30.29% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,512599,good
171,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -11.90% vs 77.91% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -11.90% vs 77.91% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,512599,bad
172,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 120.18% vs -12.85% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 120.18% vs -12.85% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,512599,good
173,Interest - QoQ Growth in quarter ended Mar 2023 is 155.93% vs -36.20% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 155.93% vs -36.20% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,512599,bad
174,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,512599,good
175,Net Sales - YoY Growth in quarter ended Mar 2023 is 26.06% vs 83.85% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 26.06% vs 83.85% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,512599,bad
176,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 137.41% vs 30.08% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 137.41% vs 30.08% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,512599,good
177,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 184.14% vs 39.70% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 184.14% vs 39.70% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,512599,good
178,Interest - YoY Growth in quarter ended Mar 2023 is 145.37% vs 42.43% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 145.37% vs 42.43% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,512599,bad
179,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,512599,good
180,Net Sales - YoY Growth in quarter ended Mar 2023 is 19.85% vs 11.30% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 19.85% vs 11.30% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532500,good
181,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 42.38% vs 51.14% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 42.38% vs 51.14% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532500,bad
182,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 37.98% vs 21.77% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 37.98% vs 21.77% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532500,good
183,Interest - YoY Growth in quarter ended Mar 2023 is 76.51% vs 72.39% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 76.51% vs 72.39% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532500,bad
184,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532500,good
185,Net Sales - QoQ Growth in quarter ended Mar 2023 is 10.33% vs -2.96% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 10.33% vs -2.96% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532500,good
186,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 11.68% vs 13.21% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 11.68% vs 13.21% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532500,bad
187,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 18.14% vs 2.39% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 18.14% vs 2.39% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532500,good
188,Interest - QoQ Growth in quarter ended Mar 2023 is 235.14% vs -3.58% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 235.14% vs -3.58% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532500,bad
189,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532500,good
190,Net Sales - QoQ Growth in quarter ended Mar 2023 is -10.76% vs 26.69% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -10.76% vs 26.69% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500114,bad
